"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
5142,"Marvel: Ultimate Alliance","PSP","2006","Role-Playing","Activision",0.33,0,0,0.03,0.37
5143,"NFL Street 2 Unleashed","PSP","2005","Sports","Electronic Arts",0.34,0,0,0.03,0.37
5147,"Theatrhythm Final Fantasy: Curtain Call","3DS","2014","Misc","Square Enix",0.13,0.08,0.15,0.02,0.37
5148,"Trauma Center: Under the Knife","DS","2005","Simulation","Nintendo",0.3,0.01,0.02,0.03,0.37
5156,"Mini-Yonku GB: Let's & Go!!","GB","1997","Strategy","ASCII Entertainment",0,0,0.37,0,0.37
5158,"LEGO Batman 2: DC Super Heroes","PSV","2012","Action","Warner Bros. Interactive Entertainment",0.17,0.13,0,0.06,0.37
5162,"NCAA Football 07","PSP","2006","Sports","Electronic Arts",0.34,0,0,0.03,0.37
5165,"Dreamworks Madagascar Kartz","DS","2009","Racing","Activision",0.25,0.08,0,0.03,0.36
5166,"My Horse & Me","DS","2007","Sports","Atari",0.33,0,0,0.03,0.36
5173,"Bejeweled 3","DS","N/A","Puzzle","Unknown",0.32,0.02,0,0.03,0.36
5181,"One Piece: Gigant Battle!","DS","2010","Fighting","Namco Bandai Games",0,0,0.36,0,0.36
5182,"Valkyrie Profile: Lenneth","PSP","2006","Role-Playing","Square Enix",0.17,0.01,0.16,0.02,0.36
5183,"Tiger Woods PGA Tour 09","PSP","2008","Sports","Electronic Arts",0.07,0.19,0,0.1,0.36
5186,"LocoRoco 2","PSP","2008","Platform","Sony Computer Entertainment",0.21,0.09,0.01,0.05,0.36
5193,"Hamtaro: Ham-Ham Heartbreak","GBA","2002","Action","Nintendo",0.26,0.1,0,0.01,0.36
5197,"Cubix Robots for Everyone: Clash 'n' Bash","GBA","N/A","Action","Unknown",0.26,0.1,0,0.01,0.36
5199,"Speed Racer: The Videogame","DS","2008","Racing","Warner Bros. Interactive Entertainment",0.29,0.05,0,0.03,0.36
5210,"Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei","PSV","2013","Fighting","Marvelous Entertainment",0.13,0.02,0.16,0.05,0.36
5214,"Shaun Palmer's Pro Snowboarder","GBA","2001","Sports","Activision",0.26,0.1,0,0.01,0.36
5218,"Hamster Club 3","GBA","2002","Simulation","Jorudan",0,0,0.35,0.01,0.36
5226,"ATV/Monster Truck Mayhem","DS","2007","Racing","Destination Software, Inc",0.33,0,0,0.02,0.36
5229,"Worms: Open Warfare 2","DS","2007","Strategy","THQ",0.07,0.25,0,0.04,0.36
5234,"Dai-2-Ji Super Robot Taisen Z Saisei-hen","PSP","2012","Strategy","Namco Bandai Games",0,0,0.36,0,0.36
5241,"Super Robot Taisen A","GBA","2001","Strategy","Banpresto",0,0,0.35,0.01,0.36
5252,"Toriko: Gourmet Survival!","PSP","2011","Role-Playing","Namco Bandai Games",0,0,0.36,0,0.36
5256,"Mega Man Zero Collection","DS","2010","Platform","Capcom",0.21,0.02,0.11,0.02,0.36
5258,"G-Force","PSP","2009","Action","Electronic Arts",0.24,0.07,0,0.05,0.36
5260,"Football Manager Handheld 2010","PSP","2009","Sports","Sega",0,0.26,0,0.09,0.36
5262,"Wonder Pets! Save the Animals!","DS","2008","Adventure","Take-Two Interactive",0.33,0,0,0.02,0.36
5265,"CSI: Deadly Intent - The Hidden Cases","DS","2009","Adventure","Ubisoft",0.16,0.16,0,0.04,0.35
5266,"SOCOM: Tactical Strike","PSP","2007","Shooter","Sony Computer Entertainment",0.32,0.01,0,0.03,0.35
5269,"Backyard Baseball 2006","GBA","2005","Sports","Atari",0.25,0.09,0,0.01,0.35
5274,"Picross 2","GB","1996","Puzzle","Nintendo",0,0,0.35,0,0.35
5279,"Sentouchu: Densetsu no Shinobi to Survival Battle!","3DS","2013","Action","Namco Bandai Games",0,0,0.35,0,0.35
5285,"Disney's Tarzan: Return to the Jungle","GBA","2002","Action","Activision",0.25,0.09,0,0.01,0.35
5289,"Fossil Fighters: Frontier","3DS","2014","Role-Playing","Nintendo",0.08,0.04,0.23,0.01,0.35
5292,"Mini Ninjas","DS","2009","Action","Eidos Interactive",0.17,0.15,0,0.04,0.35
5297,"Star Wars: Flight of the Falcon","GBA","2003","Action","THQ",0.25,0.09,0,0.01,0.35
5298,"One Piece: Gigant Battle 2 Shin Sekai","DS","2011","Fighting","Namco Bandai Games",0,0,0.35,0,0.35
5301,"SimCity Creator","DS","2008","Simulation","Electronic Arts",0.3,0.03,0,0.03,0.35
5305,"Mega Man ZX Advent","DS","2007","Platform","Capcom",0.23,0,0.09,0.02,0.35
5313,"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","GBA","2003","Action","THQ",0.25,0.09,0,0.01,0.35
5314,"SpongeBob SquarePants: The Yellow Avenger","DS","2005","Action","THQ",0.32,0,0,0.02,0.35
5324,"Yu-Gi-Oh! 5D's Tag Force 5","PSP","2010","Strategy","Konami Digital Entertainment",0.13,0.05,0.14,0.03,0.35
5332,"Hello Kitty Daily","DS","2008","Misc","Nobilis",0.32,0,0,0.03,0.35
5342,"Disney Fairies: Tinker Bell and the Great Fairy Rescue","DS","2010","Adventure","Disney Interactive Studios",0.18,0.14,0,0.03,0.35
5343,"MLB 06: The Show","PSP","2006","Sports","Sony Computer Entertainment",0.32,0,0,0.03,0.35
5346,"Naruto Shippuden: Ultimate Ninja Impact","PSP","2011","Fighting","Namco Bandai Games",0.09,0.07,0.15,0.04,0.35
5349,"Pirates of the Caribbean: At World's End","DS","2007","Action","Disney Interactive Studios",0.3,0.01,0.01,0.03,0.35
5352,"Style Lab: Jewelry Design","DS","2009","Simulation","Ubisoft",0.32,0,0,0.02,0.34
5353,"Risk / Battleship / Clue","GBA","2005","Misc","Zoo Digital Publishing",0.25,0.09,0,0.01,0.34
5354,"SD Gundam G Generation World","PSP","2011","Strategy","Namco Bandai Games",0,0,0.34,0,0.34
5355,"LEGO Pirates of the Caribbean: The Video Game","PSP","2011","Action","Disney Interactive Studios",0.11,0.15,0,0.08,0.34
5356,"The Wild Thornberrys Movie","GBA","2002","Platform","THQ",0.25,0.09,0,0.01,0.34
5361,"Etrian Odyssey","DS","2007","Role-Playing","Nintendo",0.2,0.03,0.09,0.02,0.34
5363,"Classic NES Series: Ice Climber","GBA","2004","Platform","Nintendo",0.1,0.04,0.2,0.01,0.34
5365,"Avatar: The Last Airbender - The Burning Earth","DS","2007","Action","THQ",0.31,0,0,0.03,0.34
5369,"Driver 2 Advance","GBA","2002","Action","Atari",0.25,0.09,0,0.01,0.34
5371,"Iron Man 2","DS","2010","Action","Sega",0.15,0.16,0,0.03,0.34
5377,"The Fairly Odd Parents: Shadow Showdown","GBA","2004","Platform","THQ",0.25,0.09,0,0.01,0.34
5378,"Radiant Historia","DS","2010","Role-Playing","Atlus",0.24,0,0.09,0.02,0.34
5399,"Tom Clancy's Ghost Recon: Shadow Wars","3DS","2011","Strategy","Ubisoft",0.22,0.09,0,0.03,0.34
5403,"Football Manager Handheld 2008","PSP","2007","Sports","Sega",0,0.34,0,0,0.34
5407,"Momotarou Dentetsu DS: Tokyo & Japan","DS","2007","Misc","Hudson Soft",0,0,0.34,0,0.34
5409,"Bookworm","DS","2009","Puzzle","PopCap Games",0.31,0.01,0,0.02,0.34
5410,"Smart Girl's Party Game","DS","2008","Misc","505 Games",0.31,0,0,0.02,0.34
5412,"Puzzle Quest: Challenge of the Warlords","DS","2007","Puzzle","D3Publisher",0.28,0.01,0.03,0.02,0.34
5413,"Star Ocean: Second Evolution","PSP","2008","Role-Playing","Square Enix",0.14,0.02,0.16,0.02,0.34
5414,"My Baby Boy","DS","2008","Simulation","Nobilis",0.3,0.02,0,0.03,0.34
5418,"Angry Birds Star Wars","3DS","2013","Strategy","Activision",0.15,0.15,0,0.03,0.34
5419,"Imagine: Movie Star","DS","2008","Simulation","Ubisoft",0.31,0,0,0.02,0.34
5422,"Herbie: Fully Loaded","GBA","2005","Racing","Disney Interactive Studios",0.24,0.09,0,0.01,0.34
5425,"Pony Friends 2","DS","2009","Simulation","Eidos Interactive",0.21,0.1,0,0.03,0.34
5431,"Modnation Racers: Road Trip","PSV","2012","Racing","Sony Computer Entertainment",0.17,0.12,0,0.05,0.34
5433,"Power Rangers Samurai","DS","2011","Action","Namco Bandai Games",0.27,0.04,0,0.02,0.34
5436,"Avatar: The Last Airbender","DS","2006","Adventure","THQ",0.3,0.01,0,0.03,0.34
5439,"Night at the Museum: Battle of the Smithsonian","DS","2009","Action","Majesco Entertainment",0.12,0.18,0,0.04,0.34
5445,"Transformers: Revenge of the Fallen (DS Versions)","DS","2009","Action","Activision",0.17,0.13,0,0.03,0.33
5452,"Banjo-Kazooie: Grunty's Revenge","GBA","2003","Platform","THQ",0.24,0.09,0,0.01,0.33
5455,"Digimon World: Dawn / Dusk","DS","2007","Role-Playing","Namco Bandai Games",0.14,0,0.18,0.01,0.33
5456,"Street Fighter Alpha 3 MAX","PSP","2006","Fighting","Capcom",0.27,0.01,0.02,0.03,0.33
5457,"Untold Legends: The Warriors Code","PSP","2006","Role-Playing","Ubisoft",0.14,0.12,0,0.08,0.33
5460,"Tales of the World: Radiant Mythology 2","PSP","2009","Role-Playing","Namco Bandai Games",0,0,0.33,0,0.33
5463,"Ape Escape Academy","PSP","2004","Misc","Sony Computer Entertainment",0.13,0.15,0,0.05,0.33
5467,"Ultimate Marvel vs. Capcom 3","PSV","2011","Fighting","Capcom",0.2,0.09,0,0.05,0.33
5469,"Planet Puzzle League","DS","2007","Puzzle","Nintendo",0.14,0.01,0.16,0.01,0.33
5481,"Jeanne d'Arc","PSP","2006","Role-Playing","Sony Computer Entertainment",0.21,0,0.1,0.02,0.33
5489,"Shrek SuperSlam","GBA","2005","Action","Activision",0.24,0.09,0,0.01,0.33
5493,"Little Deviants","PSV","2011","Platform","Sony Computer Entertainment",0.15,0.13,0,0.05,0.33
5495,"Extra Bases","GB","1990","Sports","Namco Bandai Games",0,0,0.33,0,0.33
5498,"Capcom Classics Collection Reloaded","PSP","2006","Misc","Capcom",0.26,0,0.03,0.03,0.33
5499,"Madden NFL 09","DS","2008","Sports","Electronic Arts",0.3,0,0,0.03,0.33
5503,"Classic NES Series: Castlevania","GBA","2004","Platform","Nintendo",0.17,0.06,0.09,0.01,0.33
5507,"GT Advance Championship Racing","GBA","2001","Racing","THQ",0.24,0.09,0,0.01,0.33
5512,"Hatsune Miku: Project Diva Extend","PSP","2011","Misc","Sega",0,0,0.33,0,0.33
5520,"Goosebumps HorrorLand","DS","2008","Adventure","Scholastic Inc.",0.31,0,0,0.02,0.33
5524,"Warhammer 40,000: Squad Command","PSP","2007","Strategy","THQ",0.11,0.14,0,0.08,0.33
5529,"DiRT 2","PSP","2009","Racing","Sony Computer Entertainment",0.09,0.16,0,0.09,0.33
5532,"My Baby: First Steps","DS","2009","Simulation","SouthPeak Games",0.28,0.03,0,0.02,0.33
5533,"MLB 08: The Show","PSP","2008","Sports","Sony Computer Entertainment",0.3,0,0,0.02,0.33
5536,"Spy Kids 3-D: Game Over","GBA","2003","Platform","Disney Interactive Studios",0.24,0.09,0,0.01,0.33
5538,"1001 Touch Games","DS","2011","Action","Avanquest",0.12,0.17,0,0.04,0.33
5540,"Power Rangers: Ninja Storm","GBA","2003","Misc","THQ",0.24,0.09,0,0.01,0.33
5546,"MySims SkyHeroes","DS","2010","Action","Electronic Arts",0.22,0.08,0,0.03,0.33
5548,"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten","DS","2007","Misc","Rocket Company",0,0,0.33,0,0.33
5552,"EA Playground","DS","2007","Sports","Electronic Arts",0.29,0.01,0,0.03,0.33
5556,"Dragon Ball Z: Extreme Butoden","3DS","2015","Fighting","Namco Bandai Games",0.12,0.03,0.16,0.02,0.33
5562,"Etrian Odyssey III: The Drowned City","DS","2010","Role-Playing","Atlus",0.13,0,0.19,0.01,0.33
5563,"LEGO The Lord of the Rings","PSV","2012","Action","Warner Bros. Interactive Entertainment",0.1,0.15,0,0.07,0.33
5568,"Discovery Kids: Puppy Playtime","DS","2009","Simulation","505 Games",0.3,0,0,0.02,0.33
5569,"Dr. Mario / Puzzle League","GBA","2005","Puzzle","Nintendo",0.12,0.04,0.16,0.01,0.33
5574,"God of War Collection","PSV","2014","Action","Sony Computer Entertainment",0.14,0.1,0.01,0.07,0.33
5578,"NBA 2K10","PSP","2009","Sports","Take-Two Interactive",0.3,0,0,0.03,0.32
5581,"Teenage Mutant Ninja Turtles 2: Battle Nexus","GBA","2004","Action","Konami Digital Entertainment",0.23,0.09,0,0.01,0.32
5583,"One Piece: Romance Dawn - Bouken no Yoake","PSP","2012","Fighting","Namco Bandai Games",0,0,0.32,0,0.32
5590,"Madden NFL 13","PSV","2012","Sports","Electronic Arts",0.3,0,0,0.03,0.32
5591,"Bratz: Girlz Really Rock","DS","2008","Action","THQ",0.18,0.11,0,0.03,0.32
5594,"Shin Megami Tensei: Devil Survivor 2","DS","2011","Role-Playing","Ghostlight",0.17,0.01,0.12,0.01,0.32
5596,"Momotarou Dentetsu 20-Shuunen","DS","2008","Misc","Hudson Soft",0,0,0.32,0,0.32
5598,"Tekken 6","PSP","2009","Fighting","Namco Bandai Games",0.15,0.04,0.1,0.03,0.32
5605,"Army of Two: The 40th Day","PSP","2010","Shooter","Electronic Arts",0.12,0.13,0,0.08,0.32
5606,"Ben 10 Ultimate Alien: Cosmic Destruction","DS","2010","Platform","D3Publisher",0.22,0.08,0,0.03,0.32
5624,"The Biggest Loser","DS","2009","Sports","THQ",0.18,0.11,0,0.03,0.32
5634,"Kirby's Block Ball","GB","1995","Puzzle","Nintendo",0,0,0.32,0,0.32
5636,"Fortress","GBA","2001","Action","Majesco Entertainment",0.23,0.08,0,0.01,0.32
5638,"Peppa Pig: Theme Park Fun","DS","2011","Misc","P2 Games",0,0.28,0,0.04,0.32
5643,"Shaun White Snowboarding","PSP","2008","Sports","Ubisoft",0.26,0.03,0,0.03,0.32
5649,"Cartoon Network Collection: Game Boy Advance Video Platinum Edition","GBA","2005","Misc","N/A",0.23,0.08,0,0.01,0.32
5651,"Marvel Nemesis: Rise of the Imperfects","PSP","2005","Fighting","Electronic Arts",0.29,0,0,0.03,0.32
5652,"SpongeBob SquarePants: Double Pack","GBA","2005","Platform","THQ",0.23,0.08,0,0.01,0.32
5657,"7 Wonders II","DS","2009","Puzzle","Rondomedia",0.14,0.15,0,0.03,0.32
5658,"Ed, Edd n Eddy: Jawbreakers!","GBA","2002","Adventure","BAM! Entertainment",0.23,0.08,0,0.01,0.32
5662,"Derby Stallion DS","DS","2008","Sports","Enterbrain",0,0,0.32,0,0.32
5664,"Manhunt 2","PSP","2007","Action","Take-Two Interactive",0.04,0.18,0,0.1,0.32
5670,"Sega Smash Pack","GBA","2002","Misc","Atari",0.23,0.08,0,0.01,0.32
5676,"Madden NFL 2002","GBA","2001","Sports","Electronic Arts",0.23,0.08,0,0.01,0.32
5679,"Littlest Pet Shop: City Friends","DS","2009","Simulation","Electronic Arts",0.29,0,0,0.02,0.32
5686,"Shrek the Third","PSP","2007","Action","Activision",0.08,0.15,0,0.09,0.32
5691,"WipEout Pulse","PSP","2007","Racing","Sony Computer Entertainment",0.13,0.12,0,0.06,0.32
5692,"Quiz Magic Academy DS","DS","2008","Misc","Konami Digital Entertainment",0,0,0.32,0,0.32
5706,"MonHun Nikki: Poka Poka Ailu Mura G","PSP","2011","Role-Playing","Capcom",0,0,0.31,0,0.31
5711,"Phineas and Ferb Ride Again","DS","2010","Action","Disney Interactive Studios",0.25,0.04,0,0.02,0.31
5713,"Contra 4","DS","2007","Shooter","Konami Digital Entertainment",0.28,0,0.01,0.02,0.31
5714,"Madden NFL 2004","GBA","2003","Sports","Electronic Arts",0.22,0.08,0,0.01,0.31
5717,"Bust-A-Move Universe","3DS","2011","Puzzle","Square Enix",0.08,0.15,0.06,0.03,0.31
5718,"Mario Golf","GB","1999","Action","Nintendo",0,0,0.31,0,0.31
5719,"Jikkyou Powerful Pro Yakyuu Portable 3","PSP","2008","Sports","Konami Digital Entertainment",0,0,0.31,0,0.31
5725,"Barbie as The Island Princess","DS","2007","Adventure","Activision",0.28,0.01,0,0.02,0.31
5726,"Star Wars Episode III: Revenge of the Sith","DS","2005","Action","Ubisoft",0.25,0.03,0,0.03,0.31
5727,"Hatsune Miku: Project Mirai DX","3DS","2015","Misc","Sega",0.15,0.04,0.1,0.02,0.31
5728,"Dragon Ball Heroes: Ultimate Mission 2","3DS","2014","Strategy","Namco Bandai Games",0,0,0.31,0,0.31
5729,"Shrek: Forever After","DS","2010","Platform","Activision",0.19,0.1,0,0.03,0.31
5737,"Happy Feet","DS","2006","Action","Midway Games",0.27,0.01,0,0.02,0.31
5740,"Foto Frenzy: Spot The Diffrence","DS","2009","Puzzle","Storm City Games",0.29,0,0,0.02,0.31
5746,"Dr. Seuss: How the Grinch Stole Christmas","DS","2007","Action","CokeM Interactive",0.29,0,0,0.02,0.31
5750,"2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","GBA","2005","Action","THQ",0.22,0.08,0,0.01,0.31
5752,"Mega Man Maverick Hunter X","PSP","2005","Platform","Capcom",0.27,0.01,0,0.03,0.31
5754,"Lord of Arcana","PSP","2010","Role-Playing","Square Enix",0.07,0.04,0.17,0.03,0.31
5762,"Naruto: Ninja Destiny (US sales)","DS","2006","Fighting","Namco Bandai Games",0.31,0,0,0,0.31
5765,"Taiko Drum Master: Don and Katsu's Space-Time Great Adventure","3DS","2014","Action","Namco Bandai Games",0,0,0.31,0,0.31
5772,"Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia","DS","2010","Strategy","Konami Digital Entertainment",0.18,0.02,0.09,0.02,0.31
5773,"Mega Man Battle Network 2","GBA","2002","Action","Ubisoft",0.22,0.08,0,0.01,0.31
5777,"Madagascar","DS","2005","Platform","Activision",0.25,0.04,0,0.03,0.31
5787,"Math Play","DS","2006","Puzzle","Ubisoft",0.28,0,0,0.02,0.31
5790,"SD Gundam G Generation: Overworld","PSP","2012","Strategy","Namco Bandai Games",0,0,0.31,0,0.31
5792,"TouchMaster: Connect","DS","2010","Puzzle","Warner Bros. Interactive Entertainment",0.11,0.17,0,0.03,0.31
5795,"NBA Live 08","PSP","2007","Sports","Electronic Arts",0.28,0,0,0.02,0.31
5805,"The Legend of Heroes: Trails of Cold Steel","PSV","2013","Role-Playing","Nippon Ichi Software",0.08,0.05,0.14,0.04,0.31
5806,"Fate/Extra","PSP","2010","Role-Playing","Marvelous Interactive",0.18,0.01,0.1,0.02,0.31
5808,"My Virtual Tutor: Reading Adventure Pre-K to Kindergarten","DS","2009","Misc","Mentor Interactive",0.29,0,0,0.02,0.31
5812,"Silent Hill: Shattered Memories","PSP","2010","Action","Konami Digital Entertainment",0.09,0.13,0.01,0.08,0.31
5815,"KuruKuru Kururin","GBA","2001","Puzzle","Nintendo",0,0,0.3,0.01,0.31
5821,"LEGO Legends of Chima: Laval's Journey","3DS","2013","Adventure","Warner Bros. Interactive Entertainment",0.18,0.1,0,0.03,0.31
5822,"Imagine: Family Doctor","DS","2009","Simulation","Ubisoft",0.28,0.01,0,0.02,0.3
5824,"Ultimate Spider-Man","GBA","2005","Action","Activision",0.22,0.08,0,0.01,0.3
5825,"Nicktoons: Battle for Volcano Island","DS","2006","Action","THQ",0.28,0,0,0.02,0.3
5827,"Shrek Swamp Kart Speedway","GBA","2002","Racing","TDK Mediactive",0.22,0.08,0,0.01,0.3
5830,"Gameboy Gallery","GB","1995","Misc","Nintendo",0,0,0.3,0,0.3
5833,"Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable","PSP","2005","Misc","Sega",0,0,0.3,0,0.3
5835,"Spyro: Attack of the Rhynocs","GBA","2003","Platform","Universal Interactive",0.22,0.08,0,0.01,0.3
5840,"Shrek the Third","DS","N/A","Action","Activision",0.26,0.02,0,0.02,0.3
5841,"Lumines ll","PSP","2006","Puzzle","Disney Interactive Studios",0.12,0.12,0,0.07,0.3
5846,"Batman: The Brave and the Bold the Videogame","DS","2010","Action","Warner Bros. Interactive Entertainment",0.24,0.04,0,0.02,0.3
5848,"Lizzie McGuire 3: Homecoming Havoc","GBA","2005","Platform","Disney Interactive Studios",0.22,0.08,0,0.01,0.3
5852,"Puyo Puyo 7","DS","2009","Puzzle","Sega",0,0,0.3,0,0.3
5854,"Charlie and the Chocolate Factory","GBA","2005","Adventure","Global Star",0.22,0.08,0,0.01,0.3
5857,"Rhythm Tengoku","GBA","2006","Misc","Nintendo",0,0,0.3,0.01,0.3
5858,"Super Robot Taisen W","DS","2007","Strategy","Banpresto",0,0,0.3,0,0.3
5860,"Invizimals: Shadow Zone","PSP","2010","Strategy","Sony Computer Entertainment",0.05,0.16,0,0.08,0.3
5862,"Spider-Man 3","PSP","2007","Platform","Activision",0.01,0.23,0,0.06,0.3
5865,"Squinkies","DS","2011","Misc","Activision",0.27,0.02,0,0.02,0.3
5866,"Zoo Tycoon 2 DS","DS","2008","Strategy","THQ",0.24,0.03,0,0.02,0.3
5867,"Looney Tunes: Duck Amuck","DS","2007","Action","Warner Bros. Interactive Entertainment",0.28,0,0,0.02,0.3
5872,"Disgaea 3: Absence of Detention","PSV","N/A","Role-Playing","Nippon Ichi Software",0.13,0.06,0.07,0.04,0.3
5873,"Tom Clancy's Splinter Cell 3D","3DS","2011","Action","Ubisoft",0.14,0.07,0.07,0.02,0.3
5875,"Jonas","DS","2009","Adventure","Disney Interactive Studios",0.28,0,0,0.02,0.3
5879,"Toukiden Kiwami","PSV","2014","Action","Tecmo Koei",0.05,0.05,0.17,0.03,0.3
5882,"Fossil Fighters (JP sales)","DS","2008","Role-Playing","Nintendo",0,0,0.3,0,0.3
5886,"Glory of Heracles","DS","2008","Role-Playing","Nintendo",0.2,0,0.08,0.01,0.3
5889,"Nounai Aeshe: IQ Suppli DS","DS","2006","Misc","Spike",0,0,0.3,0,0.3
5890,"Crazy Taxi: Catch a Ride","GBA","2003","Racing","THQ",0.21,0.08,0,0.01,0.3
5891,"MySims Party","DS","2009","Simulation","Electronic Arts",0.15,0.12,0,0.03,0.3
5895,"One Piece Unlimited Cruise SP","3DS","2011","Action","Namco Bandai Games",0,0,0.3,0,0.3
5897,"Yu Yu Hakusho Ghost Files: Spirit Detective","GBA","2003","Action","Atari",0.21,0.08,0,0.01,0.3
5900,"Shin Megami Tensei: Persona 2: Innocent Sin","PSP","2011","Role-Playing","Atlus",0.13,0.03,0.11,0.03,0.3
5907,"John Deere: Harvest in the Heartland","DS","2007","Simulation","Ubisoft",0.23,0.04,0,0.02,0.3
5909,"Shin Megami Tensei: Devil Summoner - Soul Hackers","3DS","2012","Role-Playing","Atlus",0.13,0.02,0.14,0.01,0.3
5915,"Harvest Moon: The Tale of Two Towns","3DS","N/A","Simulation","Unknown",0.28,0,0,0.02,0.3
5918,"Capcom Classics Collection Remixed","PSP","2006","Misc","Capcom",0.27,0,0,0.03,0.3
5920,"Call of Duty: Modern Warfare 3: Defiance","DS","2011","Shooter","Activision",0.21,0.07,0,0.02,0.3
5923,"Sword Art Online: Hollow Fragment","PSV","2014","Role-Playing","Namco Bandai Games",0,0,0.3,0,0.3
5927,"Alvin and the Chipmunks: The Squeakquel","DS","2009","Misc","Majesco Entertainment",0.28,0,0,0.02,0.3
5931,"Dragon Quest Builders: Revive Alefgard","PSV","2016","Role-Playing","Square Enix",0,0,0.3,0,0.3
5932,"The Suite Life of Zack & Cody: Circle of Spies","DS","2007","Action","Disney Interactive Studios",0.17,0.09,0,0.03,0.3
5933,"Power Pro Kun Pocket 6","GBA","2003","Sports","Konami Digital Entertainment",0,0,0.29,0.01,0.3
5934,"Mega Man ZX","DS","2006","Platform","Capcom",0.18,0,0.1,0.02,0.3
5935,"Harvest Moon DS Cute (US sales)","DS","2005","Simulation","Marvelous Interactive",0.3,0,0,0,0.3
5936,"Power Pro Kun Pocket 10","DS","2007","Sports","Konami Digital Entertainment",0,0,0.3,0,0.3
5938,"Finding Nemo: The Continuing Adventures","GBA","2004","Action","THQ",0.21,0.08,0,0.01,0.3
5939,"Spirit: Stallion of the Cimarron","GBA","2002","Platform","THQ",0.21,0.08,0,0.01,0.3
5944,"Hamster Tarou","GB","1999","Simulation","Jorudan",0,0,0.3,0,0.3
5949,"Trace Memory","DS","2005","Adventure","Nintendo",0.15,0.01,0.12,0.01,0.3
5951,"Mah Jong Quest: Expeditions","DS","2007","Puzzle","Avanquest",0.02,0.26,0,0.01,0.3
5959,"Imagine: Makeup Artist","DS","2020","Simulation","Ubisoft",0.27,0,0,0.02,0.29
5961,"Syphon Filter: Dark Mirror","PSP","2006","Shooter","Sony Computer Entertainment",0.26,0.01,0,0.03,0.29
5963,"Tom and Jerry Tales","DS","2006","Platform","Warner Bros. Interactive Entertainment",0.21,0.06,0,0.02,0.29
5967,"X-Men Legends II: Rise of Apocalypse","PSP","2005","Role-Playing","Activision",0.25,0.01,0,0.03,0.29
5968,"Junior Brain Trainer 2","DS","2010","Misc","GSP",0.04,0.21,0,0.04,0.29
5970,"Need for Speed Underground","GBA","2003","Racing","Electronic Arts",0.21,0.08,0,0.01,0.29
5971,"Power Pro Kun Pocket 4","GBA","2002","Sports","Konami Digital Entertainment",0,0,0.29,0.01,0.29
5973,"Soul Sacrifice Delta","PSV","2014","Action","Sony Computer Entertainment",0.01,0.12,0.12,0.04,0.29
5983,"Kurohyou: Ryu ga Gotoku Shinshou","PSP","2010","Adventure","Sega",0,0,0.29,0,0.29
5991,"FlatOut: Head On","PSP","2008","Racing","Empire Interactive",0.13,0.11,0,0.06,0.29
5998,"Shin Megami Tensei: Strange Journey","DS","2009","Role-Playing","Atlus",0.14,0,0.14,0.01,0.29
6010,"Imagine: Fashion Designer World Tour","DS","2009","Simulation","Ubisoft",0.27,0,0,0.02,0.29
6014,"Ace Combat: Joint Assault","PSP","2010","Simulation","Namco Bandai Games",0.06,0.05,0.15,0.03,0.29
6015,"Hamster Club 4: Shigessa Daidassou","GBA","2003","Simulation","Jorudan",0,0,0.28,0.01,0.29
6021,"Ys: Memories of Celceta","PSV","2012","Action","Nihon Falcom Corporation",0.15,0.01,0.1,0.04,0.29
6022,"FIFA Soccer 13","3DS","2012","Action","Electronic Arts",0.06,0.2,0,0.03,0.29
6035,"Jewel Quest Mysteries: Curse of the Emerald Tear","DS","2010","Puzzle","Avanquest",0,0.25,0,0.04,0.29
6036,"Duel Masters: Sempai Legends","GBA","2003","Misc","Atari",0.21,0.08,0,0.01,0.29
6042,"Disney Infinity","3DS","2013","Action","Disney Interactive Studios",0.16,0.1,0,0.02,0.29
6045,"Sonic Boom: Shattered Crystal","3DS","2014","Action","Sega",0.17,0.09,0,0.03,0.29
6063,"The Urbz: Sims In the City (US weekly sales)","DS","2004","Simulation","Electronic Arts",0.27,0,0,0.02,0.29
6065,"Feel the Magic XY/XX","DS","2004","Puzzle","Sega",0.17,0,0.1,0.02,0.29
6067,"Neopets Puzzle Adventure","DS","2008","Puzzle","Capcom",0.26,0,0,0.02,0.29
6068,"Sonic & All-Stars Racing Transformed","3DS","2012","Racing","Sega",0.12,0.15,0,0.02,0.29
6072,"Dragon Ball Heroes: Ultimate Mission","3DS","2013","Misc","Namco Bandai Games",0,0,0.29,0,0.29
6080,"Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles","DS","2008","Adventure","Konami Digital Entertainment",0,0,0.29,0,0.29
6085,"Wappy Dog","DS","2011","Simulation","Activision",0.27,0,0,0.02,0.29
